,ticker,open,high,low,close,volume,timestamp
0,ICCT,0.11,0.1101,0.11,0.1101,20800.0,2021-12-31
1,ICCT,0.115,0.1175,0.115,0.1159,10308.0,2022-01-03
2,ICCT,0.1101,0.1135,0.107679,0.107679,91722.0,2022-01-04
3,ICCT,0.11,0.11,0.1024,0.1024,36258.0,2022-01-05
4,ICCT,0.102,0.11,0.102,0.11,31090.0,2022-01-06
5,ICCT,0.1109,0.1109,0.11,0.11,1479.0,2022-01-07
6,ICCT,0.102,0.105,0.095,0.105,152147.0,2022-01-10
7,ICCT,0.1047,0.1047,0.0606,0.102083,100708.0,2022-01-11
8,ICCT,0.085,0.1024,0.085,0.096525,89157.0,2022-01-12
9,ICCT,0.09525,0.105,0.09525,0.105,27000.0,2022-01-13
10,ICCT,0.11,0.11,0.105,0.105,37644.0,2022-01-14
11,ICCT,0.105,0.105,0.08675,0.0975,187473.0,2022-01-18
12,ICCT,0.1,0.10245,0.08175,0.0975,180018.0,2022-01-19
13,ICCT,0.099605,0.1,0.089005,0.089005,211000.0,2022-01-20
14,ICCT,0.09,0.1,0.0816,0.1,219200.0,2022-01-21
15,ICCT,0.1,0.105,0.0801,0.1,388537.0,2022-01-24
16,ICCT,0.1,0.1,0.0958,0.1,105550.0,2022-01-25
17,ICCT,0.1,0.1,0.0902,0.1,34600.0,2022-01-26
18,ICCT,0.1,0.1,0.09505,0.09505,1200.0,2022-01-27
19,ICCT,0.095,0.1,0.09,0.1,111750.0,2022-01-28
20,ICCT,0.09,0.1,0.0823,0.084864,614810.0,2022-01-31
21,ICCT,0.081,0.095,0.08,0.0809,528775.0,2022-02-01
22,ICCT,0.0879,0.089,0.0762,0.081998,246800.0,2022-02-02
23,ICCT,0.08,0.08,0.0753,0.08,149105.0,2022-02-03
24,ICCT,0.085,0.085,0.08,0.08055,106200.0,2022-02-04
25,ICCT,0.08,0.08,0.07755,0.07755,207000.0,2022-02-07
26,ICCT,0.082,0.082,0.0755,0.07995,56725.0,2022-02-08
27,ICCT,0.08095,0.095,0.08095,0.087765,498610.0,2022-02-09
28,ICCT,0.08659,0.08659,0.08659,0.08659,2140.0,2022-02-10
29,ICCT,0.0926,0.0926,0.0851,0.0851,18414.0,2022-02-11
30,ICCT,0.0822,0.0822,0.082,0.082,75000.0,2022-02-14
31,ICCT,0.084,0.095,0.083,0.095,55940.0,2022-02-15
32,ICCT,0.095,0.095,0.095,0.095,710.0,2022-02-16
33,ICCT,0.094,0.094,0.085,0.085,3400.0,2022-02-17
34,ICCT,0.082,0.09,0.082,0.09,82773.0,2022-02-18
35,ICCT,0.1,0.1,0.0755,0.0755,240051.0,2022-02-22
36,ICCT,0.0895,0.0897,0.0761,0.08305,30833.0,2022-02-23
37,ICCT,0.0837,0.0837,0.0837,0.0837,1100.0,2022-02-24
38,ICCT,0.0837,0.09,0.08275,0.08275,49913.0,2022-02-25
39,ICCT,0.09,0.09,0.0864,0.09,12174.0,2022-02-28
40,ICCT,0.09,0.09,0.09,0.09,1300.0,2022-03-01
41,ICCT,0.0828,0.0828,0.0765,0.078182,302950.0,2022-03-02
42,ICCT,0.09,0.09,0.06525,0.073973,229555.0,2022-03-03
43,ICCT,0.074,0.074,0.074,0.074,10000.0,2022-03-04
44,ICCT,0.1,0.109,0.08,0.09,158803.0,2022-03-07
45,ICCT,0.08,0.1,0.08,0.09,349900.0,2022-03-08
46,ICCT,0.08,0.085,0.074,0.08,164500.0,2022-03-09
47,ICCT,0.08,0.08,0.08,0.08,89852.0,2022-03-10
48,ICCT,0.08,0.0848,0.06375,0.069587,659272.0,2022-03-11
49,ICCT,0.08,0.08,0.07205,0.075,35924.0,2022-03-14
50,ICCT,0.08,0.08,0.076,0.076,101000.0,2022-03-15
51,ICCT,0.08,0.08,0.08,0.08,143375.0,2022-03-16
52,ICCT,0.0825,0.086,0.0825,0.086,21251.0,2022-03-17
53,ICCT,0.09,0.104,0.082,0.082,476044.0,2022-03-18
54,ICCT,0.082,0.0883,0.07632,0.0848,48688.0,2022-03-21
55,ICCT,0.0848,0.09,0.08125,0.09,124631.0,2022-03-22
56,ICCT,0.1089,0.1089,0.0981,0.099,48625.0,2022-03-23
57,ICCT,0.0988,0.0988,0.098,0.098,6715.0,2022-03-24
58,ICCT,0.1,0.1089,0.09,0.09,356300.0,2022-03-25
59,ICCT,0.0946,0.109,0.0946,0.097505,487479.0,2022-03-28
60,ICCT,0.109,0.11,0.083,0.09,461147.0,2022-03-29
61,ICCT,0.083,0.096,0.074915,0.08,606446.0,2022-03-30
62,ICCT,0.08,0.0841,0.0723,0.0763,104396.0,2022-03-31
63,ICCT,0.0807,0.095,0.0807,0.095,46749.0,2022-04-01
64,ICCT,0.095,0.0997,0.071,0.078223,520920.0,2022-04-04
65,ICCT,0.0705,0.095,0.0705,0.0899,69097.0,2022-04-05
66,ICCT,0.079,0.08555,0.076058,0.076058,101000.0,2022-04-06
67,ICCT,0.0899,0.0899,0.07,0.078049,156990.0,2022-04-07
68,ICCT,0.075,0.075,0.07255,0.073125,123400.0,2022-04-08
69,ICCT,0.0701,0.08,0.0701,0.08,3300.0,2022-04-11
70,ICCT,0.07,0.0898,0.07,0.08,9502.0,2022-04-12
71,ICCT,0.0849,0.0849,0.078,0.078,61080.0,2022-04-13
72,ICCT,0.08,0.08,0.07,0.07,152737.0,2022-04-18
73,ICCT,0.074,0.079,0.074,0.079,5120.0,2022-04-19
74,ICCT,0.07,0.07,0.0667,0.0698,69760.0,2022-04-20
75,ICCT,0.0655,0.0655,0.0655,0.0655,1640.0,2022-04-21
76,ICCT,0.07,0.07,0.0657,0.06775,3005.0,2022-04-22
77,ICCT,0.06775,0.06775,0.06,0.06495,30500.0,2022-04-25
78,ICCT,0.07,0.083,0.07,0.079652,246889.0,2022-04-26
79,ICCT,0.098,0.098,0.07,0.07,6365.0,2022-04-27
80,ICCT,0.0701,0.08225,0.0655,0.08225,13825.0,2022-04-28
81,ICCT,0.0822,0.095,0.0822,0.095,5950.0,2022-04-29
82,ICCT,0.0899,0.0899,0.078,0.0899,208544.0,2022-05-02
83,ICCT,0.0899,0.09,0.0737,0.09,2540.0,2022-05-03
84,ICCT,0.0737,0.08175,0.0737,0.08175,2600.0,2022-05-04
85,ICCT,0.0898,0.0898,0.0653,0.079,213300.0,2022-05-05
86,ICCT,0.0702,0.0848,0.0101,0.08,381386.0,2022-05-06
87,ICCT,0.075,0.0795,0.06855,0.069062,220340.0,2022-05-09
88,ICCT,0.07,0.08,0.07,0.075,72344.0,2022-05-10
89,ICCT,0.07565,0.07565,0.067,0.067,1567.0,2022-05-12
90,ICCT,0.09,0.09,0.0655,0.0872,54040.0,2022-05-13
91,ICCT,0.09,0.09,0.075075,0.0831,101973.0,2022-05-16
92,ICCT,0.0768,0.0899,0.06991,0.0899,282368.0,2022-05-17
93,ICCT,0.1,0.1,0.0761,0.077675,87194.0,2022-05-18
94,ICCT,0.0776,0.1,0.073,0.1,71625.0,2022-05-19
95,ICCT,0.1,0.1,0.0711,0.0976,304057.0,2022-05-20
96,ICCT,0.098,0.098,0.085,0.09,774430.0,2022-05-23
97,ICCT,0.09,0.095,0.08775,0.09,307155.0,2022-05-24
98,ICCT,0.08135,0.085,0.075866,0.08,314280.0,2022-05-25
99,ICCT,0.0848,0.09,0.078,0.089,503860.0,2022-05-26
100,ICCT,0.091,0.0969,0.082,0.092,273290.0,2022-05-27
101,ICCT,0.0871,0.0871,0.0825,0.0825,80200.0,2022-05-31
102,ICCT,0.0796,0.09,0.0789,0.0824,821645.0,2022-06-01
103,ICCT,0.0751,0.0899,0.075,0.0843,265068.0,2022-06-02
104,ICCT,0.0795,0.0893,0.078,0.078,30912.0,2022-06-03
105,ICCT,0.084,0.0893,0.0832,0.08615,22700.0,2022-06-06
106,ICCT,0.083,0.083,0.082,0.082,124220.0,2022-06-07
107,ICCT,0.07995,0.0874,0.07995,0.085,433027.0,2022-06-08
108,ICCT,0.0823,0.085,0.0821,0.085,97496.0,2022-06-09
109,ICCT,0.08415,0.09,0.08,0.08,188380.0,2022-06-10
110,ICCT,0.078,0.078,0.0752,0.0752,19998.0,2022-06-13
111,ICCT,0.0837,0.0837,0.0837,0.0837,10000.0,2022-06-14
112,ICCT,0.08039,0.084,0.0801,0.084,78412.0,2022-06-15
113,ICCT,0.0761,0.0761,0.0761,0.0761,1000.0,2022-06-16
114,ICCT,0.08,0.0876,0.0793,0.0829,87650.0,2022-06-17
115,ICCT,0.0756,0.082,0.0755,0.0755,42755.0,2022-06-21
116,ICCT,0.0755,0.0755,0.0755,0.0755,1400.0,2022-06-22
117,ICCT,0.085,0.085,0.0755,0.0844,7950.0,2022-06-24
118,ICCT,0.0818,0.085,0.0818,0.085,301100.0,2022-06-27
119,ICCT,0.07975,0.07975,0.07975,0.07975,880.0,2022-06-28
120,ICCT,0.0805,0.0805,0.08,0.08,11200.0,2022-06-29
121,ICCT,0.0758,0.0801,0.0756,0.0768,29335.0,2022-06-30
122,ICCT,0.0756,0.0757,0.075,0.0754,128371.0,2022-07-05
123,ICCT,0.0755,0.07729,0.0735,0.0735,141559.0,2022-07-06
124,ICCT,0.077,0.077,0.074,0.077,70215.0,2022-07-07
125,ICCT,0.07,0.071,0.07,0.0709,151845.0,2022-07-08
126,ICCT,0.075,0.075,0.075,0.075,20533.0,2022-07-11
127,ICCT,0.075,0.075,0.07,0.07,58798.0,2022-07-12
128,ICCT,0.0697,0.0697,0.0697,0.0697,10100.0,2022-07-14
129,ICCT,0.0652,0.0652,0.0652,0.0652,123.0,2022-07-15
130,ICCT,0.0699,0.08,0.0699,0.075,486394.0,2022-07-18
131,ICCT,0.075,0.0799,0.075,0.079,259426.0,2022-07-19
132,ICCT,0.075,0.075,0.0703,0.0703,61564.0,2022-07-20
