,ticker,open,high,low,close,volume,timestamp
0,DRMA,1392.0,1401.6,1118.4,1245.6,3939.075,2021-08-13
1,DRMA,1185.6,1267.2,1080.0,1267.2,751.2208,2021-08-16
2,DRMA,1202.4,1224.0,1152.0,1224.0,276.6833,2021-08-17
3,DRMA,1207.2,1216.776,1128.0,1132.8,147.2417,2021-08-18
4,DRMA,1128.0,1236.0,1104.0,1188.0,167.3083,2021-08-19
5,DRMA,1131.384,1224.0,1104.0,1106.4,292.3292,2021-08-20
6,DRMA,1104.0,1173.6,1104.0,1137.6,116.0167,2021-08-23
7,DRMA,1142.4,1214.496,1128.0,1137.6,98.9583,2021-08-24
8,DRMA,1142.184,1195.2,1137.6,1171.2,142.1917,2021-08-25
9,DRMA,1197.6,1269.6,1184.424,1231.2,552.8458,2021-08-26
10,DRMA,1221.6,1425.6,1202.4,1269.6,2600.8167,2021-08-27
11,DRMA,1291.2,1560.0,1154.4,1363.2,11309.0125,2021-08-30
12,DRMA,1382.4,1413.6,1202.4,1392.0,1954.975,2021-08-31
13,DRMA,1322.4,1365.504,1257.6,1293.6,1406.9083,2021-09-01
14,DRMA,1286.4,1392.0,1255.2,1269.6,992.5333,2021-09-02
15,DRMA,1274.4,1326.888,1240.8,1290.0,418.7292,2021-09-03
16,DRMA,1272.0,1310.376,1240.824,1269.6,249.9542,2021-09-07
17,DRMA,1269.6,1281.288,1132.8,1176.024,874.7333,2021-09-08
18,DRMA,1171.2,1176.0,1111.2,1119.6,491.8,2021-09-09
19,DRMA,1104.0,1149.6,1053.6,1096.8,484.0667,2021-09-10
20,DRMA,1084.8,1099.2,1015.2,1051.2,271.5,2021-09-13
21,DRMA,1065.6,1075.176,1022.4,1039.2,309.6792,2021-09-14
22,DRMA,1034.4,1092.0,993.6,1035.24,445.6875,2021-09-15
23,DRMA,1060.8,1068.12,1008.0,1008.0,163.1917,2021-09-16
24,DRMA,1008.0,1054.488,1000.8,1000.8,234.0167,2021-09-17
25,DRMA,1008.0,1264.8,980.112,1168.8,2961.6583,2021-09-20
26,DRMA,1135.2,1375.2,1086.072,1200.0,3689.6792,2021-09-21
27,DRMA,1221.6,1476.0,1202.4,1333.2,14490.65,2021-09-22
28,DRMA,1320.0,1339.2,1195.2,1214.4,916.8833,2021-09-23
29,DRMA,1221.6,1307.976,1176.0,1238.4,461.4833,2021-09-24
30,DRMA,1228.8,1240.104,1178.4,1224.0,355.4292,2021-09-27
31,DRMA,1180.8,1221.6,1154.4,1207.2,413.6083,2021-09-28
32,DRMA,1207.2,1219.2,945.72,1046.4,1964.2625,2021-09-29
33,DRMA,1046.4,1128.0,1036.944,1077.6,456.1208,2021-09-30
34,DRMA,1070.4,1140.504,1056.0,1104.0,712.4833,2021-10-01
35,DRMA,1101.6,1140.0,1015.2,1027.2,854.4,2021-10-04
36,DRMA,1029.6,1084.8,1003.2,1024.8,511.025,2021-10-05
37,DRMA,1017.6,1080.0,1010.4,1012.8,460.9542,2021-10-06
38,DRMA,1020.0,1080.0,1020.0,1034.4,461.6958,2021-10-07
39,DRMA,1044.0,1084.8,1032.0,1036.8,195.2625,2021-10-08
40,DRMA,1024.8,1053.6,1008.0,1008.0,159.4917,2021-10-11
41,DRMA,1020.0,1056.0,1015.2,1053.6,247.5083,2021-10-12
42,DRMA,1015.2,1144.8,1015.2,1140.0,530.7375,2021-10-13
43,DRMA,1116.0,1137.6,1087.224,1111.2,146.5917,2021-10-14
44,DRMA,1084.8,1121.304,1046.4,1071.72,128.075,2021-10-15
45,DRMA,1082.4,1104.0,1044.0,1056.0,11444.2083,2021-10-18
46,DRMA,1080.0,1141.728,1012.8,1089.6,3281.2292,2021-10-19
47,DRMA,1065.6,1132.776,1046.4,1087.2,440.7708,2021-10-20
48,DRMA,1075.2,1090.8,1036.8,1070.4,271.025,2021-10-21
49,DRMA,1087.2,1087.2,1010.424,1020.0,544.0292,2021-10-22
50,DRMA,1044.0,1092.0,1010.424,1084.8,289.6083,2021-10-25
51,DRMA,1065.6,1071.624,1022.4,1041.6,184.5292,2021-10-26
52,DRMA,1024.8,1113.6,1024.8,1080.0,229.7792,2021-10-27
53,DRMA,1096.8,1146.24,1068.0,1089.6,435.5208,2021-10-28
54,DRMA,1060.8,1180.824,1032.0,1120.8,735.875,2021-10-29
55,DRMA,1135.2,1267.2,1135.2,1212.0,1618.8667,2021-11-01
56,DRMA,1190.4,1401.6,1176.024,1380.0,1639.8708,2021-11-02
57,DRMA,1365.6,1668.0,1344.0,1500.0,16875.6,2021-11-03
58,DRMA,1485.6,1656.0,1399.44,1497.6,6557.725,2021-11-04
59,DRMA,1512.0,1536.0,1351.2,1382.4,2485.0417,2021-11-05
60,DRMA,1368.0,1422.288,1322.4,1351.2,923.0542,2021-11-08
61,DRMA,1334.4,1408.872,1260.0,1353.6,1213.275,2021-11-09
62,DRMA,1329.6,1384.8,1159.2,1219.2,786.5583,2021-11-10
63,DRMA,1226.4,1310.4,1195.2,1228.8,1145.7542,2021-11-11
64,DRMA,1310.4,1319.976,1204.344,1214.88,904.3833,2021-11-12
65,DRMA,1212.0,1248.24,1128.888,1185.6,986.3,2021-11-15
66,DRMA,1192.8,1267.2,1144.8,1173.6,1288.4458,2021-11-16
67,DRMA,1147.2,1193.328,1132.8,1152.0,741.1,2021-11-17
68,DRMA,1132.8,1178.4,1008.0,1137.6,2231.1792,2021-11-18
69,DRMA,1130.4,1183.2,777.6,794.4,3800.4167,2021-11-19
70,DRMA,792.0,794.4,535.2,580.8,3323.5,2021-11-22
71,DRMA,571.2,599.976,552.0,559.2,1397.975,2021-11-23
72,DRMA,592.8,676.8,568.8,674.4,1480.0208,2021-11-24
73,DRMA,614.4,684.0,600.0,648.0,595.9583,2021-11-26
74,DRMA,686.4,758.4,638.4,751.2,886.1083,2021-11-29
75,DRMA,753.6,765.552,612.0,652.8,922.6042,2021-11-30
76,DRMA,652.8,672.0,561.6,588.0,492.9583,2021-12-01
77,DRMA,561.6,604.8,554.424,583.2,355.5667,2021-12-02
78,DRMA,585.6,620.688,549.6,549.6,307.8667,2021-12-03
79,DRMA,547.2,552.312,482.4,528.0,627.8458,2021-12-06
80,DRMA,537.6,655.632,511.2,609.6,745.4042,2021-12-07
81,DRMA,600.0,619.2,523.2,607.2,408.3458,2021-12-08
82,DRMA,581.712,655.2,581.712,583.2,390.4542,2021-12-09
83,DRMA,643.2,643.2,518.4,554.4,691.7625,2021-12-10
84,DRMA,559.2,607.2,542.4,590.4,672.4667,2021-12-13
85,DRMA,612.504,618.936,528.0,540.0,718.1833,2021-12-14
86,DRMA,588.0,590.4,525.6,578.4,312.4583,2021-12-15
87,DRMA,590.4,633.576,552.0,559.2,377.4042,2021-12-16
88,DRMA,566.4,607.392,566.4,576.0,267.7792,2021-12-17
89,DRMA,580.8,580.8,528.0,554.4,258.3375,2021-12-20
90,DRMA,544.824,575.76,506.4,523.2,449.4958,2021-12-21
91,DRMA,525.6,549.6,470.4,487.2,842.5292,2021-12-22
92,DRMA,496.8,511.992,487.2,508.8,267.225,2021-12-23
93,DRMA,513.6,513.6,424.8,446.4,981.8125,2021-12-27
94,DRMA,439.2,458.4,398.4,415.2,1424.5875,2021-12-28
95,DRMA,420.0,420.0,386.4,396.0,574.1125,2021-12-29
96,DRMA,386.4,396.0,369.6,374.4,915.625,2021-12-30
97,DRMA,372.0,417.6,364.8,417.6,981.5208,2021-12-31
98,DRMA,429.6,454.488,427.2,451.2,242.5458,2022-01-03
99,DRMA,453.6,453.6,401.808,410.4,679.9667,2022-01-04
100,DRMA,429.6,436.8,374.4,384.0,674.4042,2022-01-05
101,DRMA,376.8,393.576,360.0,362.4,616.1375,2022-01-06
102,DRMA,362.4,379.2,348.024,376.8,304.6625,2022-01-07
103,DRMA,364.8,373.2,338.4,355.2,352.1,2022-01-10
104,DRMA,374.4,400.776,350.4,391.2,1040.075,2022-01-11
105,DRMA,391.2,396.0,348.0,360.0,762.4583,2022-01-12
106,DRMA,364.8,372.72,348.0,360.0,533.6458,2022-01-13
107,DRMA,348.0,396.0,343.2,372.0,564.7,2022-01-14
108,DRMA,355.2,376.8,343.2,362.4,417.6417,2022-01-18
109,DRMA,367.2,424.8,357.6,403.2,1153.075,2022-01-19
110,DRMA,381.6,434.4,381.6,412.8,574.7833,2022-01-20
111,DRMA,398.4,405.6,367.2,393.6,699.8292,2022-01-21
112,DRMA,381.6,415.2,343.2,415.2,974.5833,2022-01-24
113,DRMA,429.6,525.744,421.44,477.6,688.8875,2022-01-25
114,DRMA,477.6,482.4,412.8,465.6,429.7083,2022-01-26
115,DRMA,465.6,511.2,422.4,472.8,489.4125,2022-01-27
116,DRMA,499.2,504.0,456.0,489.6,646.3625,2022-01-28
117,DRMA,489.6,549.6,489.6,540.0,364.5125,2022-01-31
118,DRMA,540.0,585.6,540.0,571.2,506.8708,2022-02-01
119,DRMA,580.8,580.8,487.2,532.8,289.7333,2022-02-02
120,DRMA,518.4,588.0,444.0,513.6,325.1708,2022-02-03
121,DRMA,528.0,540.0,494.664,532.8,642.4708,2022-02-04
122,DRMA,398.4,436.8,326.4,348.0,7717.6667,2022-02-07
123,DRMA,348.0,357.6,314.4,328.8,2439.7625,2022-02-08
124,DRMA,312.0,316.8,225.6,256.8,5421.8333,2022-02-09
125,DRMA,321.6,372.0,288.0,340.8,95458.9333,2022-02-10
126,DRMA,328.8,343.2,268.8,273.6,6091.9333,2022-02-11
127,DRMA,266.4,297.576,264.0,278.4,1424.45,2022-02-14
128,DRMA,283.2,291.6,280.8,280.8,885.2917,2022-02-15
129,DRMA,287.52,304.8,278.4,302.4,1004.4667,2022-02-16
130,DRMA,292.8,304.8,285.6,300.0,740.8667,2022-02-17
131,DRMA,292.8,324.0,285.624,295.2,952.5083,2022-02-18
132,DRMA,295.2,297.6,278.4,283.2,542.55,2022-02-22
133,DRMA,300.0,304.8,278.4,280.8,330.0167,2022-02-23
134,DRMA,249.6,297.6,244.8,288.0,312.9625,2022-02-24
135,DRMA,295.2,309.6,280.8,297.6,400.6583,2022-02-25
136,DRMA,288.0,307.176,285.648,295.2,118.7208,2022-02-28
137,DRMA,292.8,309.6,290.4,297.6,362.4667,2022-03-01
138,DRMA,302.4,309.12,288.0,290.4,185.6083,2022-03-02
139,DRMA,292.8,302.4,278.424,288.0,161.4667,2022-03-03
140,DRMA,281.28,291.6,259.2,261.6,133.9583,2022-03-04
141,DRMA,256.8,261.576,244.8,244.8,165.1042,2022-03-07
142,DRMA,255.6,255.912,240.0,250.44,155.7042,2022-03-08
143,DRMA,252.0,273.6,252.0,267.6,101.0167,2022-03-09
144,DRMA,259.2,266.976,249.096,249.6,81.7583,2022-03-10
145,DRMA,266.328,266.328,220.9568,223.2,381.9875,2022-03-11
146,DRMA,228.0,240.0,223.2,225.024,201.5375,2022-03-14
147,DRMA,227.976,237.576,220.8,224.448,127.8125,2022-03-15
148,DRMA,228.024,230.4,218.88,228.0,137.7333,2022-03-16
149,DRMA,225.624,240.0,225.6,240.0,223.2667,2022-03-17
150,DRMA,266.4,268.8,231.792,240.0,259.4292,2022-03-18
